project,key,method,count_before,count_after,delta,validity_ok,success
6_jnfe,jnfe.TpSerie,test0,1,1,0,1,0
6_jnfe,jnfe.ModBCST,test0,2,0,-2,1,1
6_jnfe,jnfe.SecurityUtils,test2,2,2,0,0,0
6_jnfe,jnfe.ConsReciNFe,test1,2,2,0,1,0
6_jnfe,jnfe.CST_PIS,test1,1,1,0,1,0
6_jnfe,jnfe.NFeCalculatorImpl,test5,2,1,-1,1,1
6_jnfe,jnfe.RegimeEspecialTributario,test0,2,0,-2,1,1
6_jnfe,jnfe.SitNFe,test1,2,0,-2,1,1
6_jnfe,jnfe.TransportKeyStoreBean,test5,2,2,0,0,0
6_jnfe,jnfe.TransportKeyStoreBean,test1,2,2,0,0,0
6_jnfe,jnfe.IndTot,test0,2,0,-2,1,1
6_jnfe,jnfe.C_ICMS,test0,1,2,1,1,0
6_jnfe,jnfe.SimpleSecurityHandlerBean,test2,2,2,0,0,0
6_jnfe,jnfe.CST_COFINS,test5,2,2,0,1,0
6_jnfe,jnfe.DOMNFeFileReader,test2,1,0,-1,1,1
6_jnfe,jnfe.CST_Grupo,test5,1,1,0,1,0
6_jnfe,jnfe.NFeCalculatorImpl,test4,1,2,1,0,0
6_jnfe,jnfe.ProcEmi,test0,2,0,-2,1,1
6_jnfe,jnfe.CST_PIS,test3,2,0,-2,1,1
6_jnfe,jnfe.IndPag,test0,2,1,-1,1,1
6_jnfe,jnfe.TransportKeyStoreBean,test3,2,2,0,0,0
6_jnfe,jnfe.C_ICMS,test1,1,1,0,1,0
6_jnfe,jnfe.NFeCalculatorImpl,test0,1,1,0,0,0
6_jnfe,jnfe.TransportKeyStoreBean,test0,2,2,0,0,0
6_jnfe,jnfe.CST_COFINS,test4,2,0,-2,1,1
6_jnfe,jnfe.SecurityUtils,test4,2,2,0,0,0
6_jnfe,jnfe.UF,test0,2,1,-1,1,1
6_jnfe,jnfe.ModBC,test0,2,0,-2,1,1
6_jnfe,jnfe.TUFs,test0,1,1,0,1,0
6_jnfe,jnfe.TpImp,test0,2,1,-1,1,1
6_jnfe,jnfe.CST_Grupo,test4,2,0,-2,1,1
6_jnfe,jnfe.AbstractNFeAdapter,test0,1,0,-1,1,1
6_jnfe,jnfe.C_ICMS,test2,1,1,0,1,0
6_jnfe,jnfe.DefaultNamespacePrefixMapper,test0,2,0,-2,1,1
6_jnfe,jnfe.CST_COFINS,test0,1,1,0,1,0
6_jnfe,jnfe.TProvince,test2,2,2,0,1,0
6_jnfe,jnfe.CST_Grupo,test0,1,1,0,1,0
6_jnfe,jnfe.DOMNFeSignatureHandler,test1,2,2,0,0,0
6_jnfe,jnfe.UF,test1,1,1,0,1,0
6_jnfe,jnfe.ConsReciNFe,test2,2,3,1,1,0
6_jnfe,jnfe.CST_PIS,test2,2,2,0,1,0
6_jnfe,jnfe.CST_IPI,test0,2,0,-2,1,1
6_jnfe,jnfe.ContribICMS,test0,2,0,-2,1,1
6_jnfe,jnfe.DefaultNamespacePrefixMapper,test1,1,1,0,1,0
6_jnfe,jnfe.CST_COFINS,test1,1,2,1,1,0
6_jnfe,jnfe.SitNFe,test2,2,0,-2,1,1
6_jnfe,jnfe.Orig,test1,2,0,-2,1,1
6_jnfe,jnfe.DOMNFeSigantureFactoryBean,test2,1,2,1,1,0
6_jnfe,jnfe.TransportKeyStoreBean,test2,2,2,0,0,0
6_jnfe,jnfe.CST_Grupo,test1,1,1,0,1,0
6_jnfe,jnfe.TpServico,test0,2,0,-2,1,1
6_jnfe,jnfe.NFeCalculatorImpl,test3,1,2,1,0,0
6_jnfe,jnfe.CST_IPI,test1,2,0,-2,1,1
6_jnfe,jnfe.Pkcs12SecurityHandlerBean,test1,2,2,0,0,0
6_jnfe,jnfe.AbstractSecurityHandlerBean,test1,1,1,0,0,0
6_jnfe,jnfe.CST_COFINS,test3,2,0,-2,1,1
6_jnfe,jnfe.SecurityUtils,test3,2,2,0,0,0
6_jnfe,jnfe.TpServico,test1,2,0,-2,1,1
6_jnfe,jnfe.NFeCalculatorImpl,test7,2,2,0,1,0
6_jnfe,jnfe.TpEmis,test0,2,1,-1,1,1
7_sfmis,sfmis.BasePara,test25,2,3,1,1,0
7_sfmis,sfmis.Base64,test4,1,1,0,1,0
7_sfmis,sfmis.APersonInfo,test12,2,2,0,1,0
7_sfmis,sfmis.APersonInfo,test20,2,1,-1,1,1
7_sfmis,sfmis.BasePara,test15,3,2,-1,1,1
7_sfmis,sfmis.BasePara,test23,2,2,0,1,0
7_sfmis,sfmis.HibernateSessionFactory,test1,1,1,0,0,0
7_sfmis,sfmis.AWorker,test05,3,3,0,1,0
7_sfmis,sfmis.AGroup,test1,2,1,-1,1,1
7_sfmis,sfmis.ADepartment,test0,2,2,0,1,0
7_sfmis,sfmis.BasePara,test12,3,2,-1,1,1
7_sfmis,sfmis.BasePara,test20,3,2,-1,1,1
7_sfmis,sfmis.APersonInfo,test07,2,3,1,1,0
7_sfmis,sfmis.DaoFactory,test2,2,2,0,0,0
7_sfmis,sfmis.BasePara,test17,3,2,-1,1,1
7_sfmis,sfmis.PersonInfoMgr,test0,1,1,0,0,0
7_sfmis,sfmis.ListRange,test1,2,2,0,0,0
7_sfmis,sfmis.BasePara,test03,2,1,-1,1,1
7_sfmis,sfmis.AWorker,test00,2,2,0,1,0
7_sfmis,sfmis.Menu,test05,2,2,0,0,0
7_sfmis,sfmis.APersonInfo,test16,2,1,-1,1,1
7_sfmis,sfmis.ADepartment,test1,2,2,0,1,0
7_sfmis,sfmis.APersonInfo,test08,2,1,-1,1,1
7_sfmis,sfmis.DataSource,test2,1,1,0,0,0
7_sfmis,sfmis.AGroup,test3,2,1,-1,1,1
7_sfmis,sfmis.APersonInfo,test11,4,2,-2,1,1
7_sfmis,sfmis.APersonInfo,test15,2,2,0,1,0
7_sfmis,sfmis.Loader,test09,1,1,0,0,0
7_sfmis,sfmis.APersonInfo,test13,2,3,1,1,0
7_sfmis,sfmis.Menu,test00,2,2,0,0,0
7_sfmis,sfmis.BasePara,test08,2,2,0,1,0
7_sfmis,sfmis.BasePara,test19,2,3,1,1,0
7_sfmis,sfmis.ListRange,test3,2,2,0,0,0
7_sfmis,sfmis.Loader,test00,4,4,0,0,0
7_sfmis,sfmis.DaoFactory,test6,1,1,0,0,0
7_sfmis,sfmis.BasePara,test01,2,2,0,1,0
7_sfmis,sfmis.BasePara,test11,2,3,1,1,0
7_sfmis,sfmis.APersonInfo,test06,3,2,-1,1,1
7_sfmis,sfmis.WorkerMgr,test0,1,1,0,0,0
7_sfmis,sfmis.ListRange,test0,2,2,0,0,0
7_sfmis,sfmis.Base64,test3,1,1,0,1,0
7_sfmis,sfmis.BasePara,test13,2,1,-1,1,1
7_sfmis,sfmis.AWorker,test07,3,3,0,1,0
7_sfmis,sfmis.BasePara,test18,3,2,-1,1,1
7_sfmis,sfmis.ADepartment,test3,2,1,-1,1,1
7_sfmis,sfmis.APersonInfo,test17,2,1,-1,1,1
7_sfmis,sfmis.AWorker,test04,2,3,1,1,0
7_sfmis,sfmis.APersonInfo,test03,4,3,-1,1,1
7_sfmis,sfmis.BasePara,test10,2,2,0,1,0
7_sfmis,sfmis.BasePara,test06,3,2,-1,1,1
7_sfmis,sfmis.APersonInfo,test14,2,1,-1,1,1
7_sfmis,sfmis.AWorker,test09,2,3,1,1,0
7_sfmis,sfmis.HibernateSessionFactory,test2,1,1,0,0,0
7_sfmis,sfmis.Menu,test07,2,2,0,0,0
7_sfmis,sfmis.Base64,test7,1,1,0,1,0
7_sfmis,sfmis.Menu,test04,2,2,0,0,0
7_sfmis,sfmis.AGroup,test2,2,1,-1,1,1
7_sfmis,sfmis.Loader,test04,4,4,0,0,0
7_sfmis,sfmis.BasePara,test14,3,4,1,1,0
7_sfmis,sfmis.BasePara,test26,1,1,0,1,0
7_sfmis,sfmis.APersonInfo,test19,2,1,-1,1,1
7_sfmis,sfmis.APersonInfo,test21,2,1,-1,1,1
7_sfmis,sfmis.Menu,test09,2,2,0,0,0
7_sfmis,sfmis.Menu,test08,2,2,0,0,0
7_sfmis,sfmis.BasePara,test02,1,1,0,1,0
7_sfmis,sfmis.APersonInfo,test01,2,2,0,1,0
7_sfmis,sfmis.ListRange,test2,2,2,0,0,0
7_sfmis,sfmis.AWorker,test12,2,2,0,1,0
7_sfmis,sfmis.Loader,test16,3,3,0,0,0
7_sfmis,sfmis.Loader,test08,2,2,0,0,0
7_sfmis,sfmis.Menu,test11,2,2,0,0,0
7_sfmis,sfmis.APersonInfo,test18,2,3,1,1,0
7_sfmis,sfmis.Menu,test15,2,2,0,0,0
7_sfmis,sfmis.ADepartment,test2,2,2,0,1,0
7_sfmis,sfmis.BasePara,test21,2,2,0,1,0
7_sfmis,sfmis.Loader,test11,1,1,0,0,0
7_sfmis,sfmis.AWorker,test03,2,3,1,1,0
7_sfmis,sfmis.Loader,test15,2,2,0,0,0
7_sfmis,sfmis.OddParamsOfArrayInLoader,test0,1,1,0,0,0
7_sfmis,sfmis.APersonInfo,test10,2,3,1,1,0
7_sfmis,sfmis.Menu,test06,2,2,0,0,0
7_sfmis,sfmis.Menu,test12,2,2,0,0,0
7_sfmis,sfmis.Loader,test12,2,2,0,0,0
7_sfmis,sfmis.APersonInfo,test05,4,3,-1,1,1
7_sfmis,sfmis.Menu,test03,2,2,0,0,0
7_sfmis,sfmis.Login,test1,2,2,0,0,0
7_sfmis,sfmis.Loader,test17,1,1,0,0,0
7_sfmis,sfmis.AWorker,test08,2,2,0,1,0
7_sfmis,sfmis.OddParamsOfArrayInLoader,test1,1,1,0,0,0
7_sfmis,sfmis.Loader,test03,3,3,0,0,0
7_sfmis,sfmis.Menu,test14,2,2,0,0,0
7_sfmis,sfmis.BasePara,test05,3,2,-1,1,1
7_sfmis,sfmis.AWorker,test01,2,3,1,1,0
7_sfmis,sfmis.DataSource,test4,2,2,0,0,0
7_sfmis,sfmis.AWorker,test11,2,2,0,1,0
7_sfmis,sfmis.Base64,test6,1,2,1,1,0
7_sfmis,sfmis.Loader,test14,2,2,0,0,0
7_sfmis,sfmis.AWorker,test13,2,1,-1,1,1
7_sfmis,sfmis.BasePara,test24,2,2,0,1,0
7_sfmis,sfmis.DataSource,test0,2,2,0,0,0
7_sfmis,sfmis.AWorker,test10,2,2,0,1,0
7_sfmis,sfmis.AWorker,test06,2,2,0,1,0
7_sfmis,sfmis.DaoFactory,test5,1,1,0,0,0
7_sfmis,sfmis.ADepartment,test4,2,1,-1,1,1
7_sfmis,sfmis.BasePara,test00,2,2,0,1,0
7_sfmis,sfmis.Menu,test01,2,2,0,0,0
7_sfmis,sfmis.DaoFactory,test1,2,2,0,0,0
7_sfmis,sfmis.Menu,test13,2,2,0,0,0
7_sfmis,sfmis.Loader,test01,4,4,0,0,0
7_sfmis,sfmis.AGroup,test5,2,1,-1,1,1
7_sfmis,sfmis.Loader,test13,2,2,0,0,0
7_sfmis,sfmis.Loader,test18,2,2,0,0,0
7_sfmis,sfmis.Menu,test10,2,2,0,0,0
7_sfmis,sfmis.DataSource,test1,1,1,0,0,0
7_sfmis,sfmis.BasePara,test22,2,1,-1,1,1
7_sfmis,sfmis.APersonInfo,test04,2,1,-1,1,1
7_sfmis,sfmis.Loader,test10,1,1,0,0,0
7_sfmis,sfmis.MenuManage,test0,1,1,0,0,0
7_sfmis,sfmis.AWorker,test02,2,2,0,1,0
7_sfmis,sfmis.ADepartment,test5,1,1,0,1,0
7_sfmis,sfmis.BasePara,test07,2,2,0,1,0
7_sfmis,sfmis.APersonInfo,test09,3,4,1,1,0
7_sfmis,sfmis.AGroup,test4,2,2,0,1,0
7_sfmis,sfmis.Loader,test05,2,2,0,0,0
7_sfmis,sfmis.BasePara,test04,3,2,-1,1,1
7_sfmis,sfmis.APersonInfo,test00,2,1,-1,1,1
7_sfmis,sfmis.Menu,test02,1,1,0,0,0
7_sfmis,sfmis.APersonInfo,test23,2,1,-1,1,1
7_sfmis,sfmis.DataSource,test3,3,3,0,0,0
7_sfmis,sfmis.Login,test2,1,1,0,0,0
7_sfmis,sfmis.AGroup,test0,2,2,0,1,0
7_sfmis,sfmis.BasePara,test16,3,2,-1,1,1
7_sfmis,sfmis.BasePara,test09,2,2,0,1,0
7_sfmis,sfmis.Loader,test02,1,1,0,0,0
7_sfmis,sfmis.DaoFactory,test7,1,1,0,0,0
8_gfarcegestionfa,gfarcegestionfa.TableStockage,test02,1,1,0,1,0
8_gfarcegestionfa,gfarcegestionfa.ChargeImageAction,test0,1,1,0,1,0
8_gfarcegestionfa,gfarcegestionfa.Formation,test04,4,2,-2,1,1
8_gfarcegestionfa,gfarcegestionfa.Zmodel,test1,2,2,0,1,0
8_gfarcegestionfa,gfarcegestionfa.Candidat,test16,2,2,0,1,0
8_gfarcegestionfa,gfarcegestionfa.Candidat,test08,1,1,0,1,0
8_gfarcegestionfa,gfarcegestionfa.DaoFactoryException,test1,1,1,0,1,0
8_gfarcegestionfa,gfarcegestionfa.MonFiltre,test1,1,0,-1,1,1
8_gfarcegestionfa,gfarcegestionfa.ModifTableStockage,test04,1,1,0,1,0
8_gfarcegestionfa,gfarcegestionfa.Db4oDaoFactory,test0,1,2,1,1,0
8_gfarcegestionfa,gfarcegestionfa.SupprFormationAction,test0,2,1,-1,1,1
8_gfarcegestionfa,gfarcegestionfa.Candidat,test11,2,1,-1,1,1
8_gfarcegestionfa,gfarcegestionfa.Formation,test09,2,0,-2,1,1
8_gfarcegestionfa,gfarcegestionfa.TableStockage,test01,1,0,-1,0,0
8_gfarcegestionfa,gfarcegestionfa.DaoException,test0,2,1,-1,1,1
8_gfarcegestionfa,gfarcegestionfa.Candidat,test13,2,2,0,0,0
8_gfarcegestionfa,gfarcegestionfa.ModifTableStockage,test16,2,2,0,1,0
8_gfarcegestionfa,gfarcegestionfa.ModifTableStockage,test08,1,1,0,0,0
8_gfarcegestionfa,gfarcegestionfa.ModifTableStockage,test09,1,1,0,0,0
8_gfarcegestionfa,gfarcegestionfa.Formation,test00,3,2,-1,1,1
8_gfarcegestionfa,gfarcegestionfa.Db4oConfig,test1,1,1,0,0,0
8_gfarcegestionfa,gfarcegestionfa.OracleDaoFactory,test0,1,1,0,1,0
8_gfarcegestionfa,gfarcegestionfa.ModifTableStockage,test11,1,0,-1,1,1
8_gfarcegestionfa,gfarcegestionfa.Candidat,test06,1,0,-1,1,1
8_gfarcegestionfa,gfarcegestionfa.ModifTableStockage,test15,2,2,0,1,0
8_gfarcegestionfa,gfarcegestionfa.TableStockage,test10,2,1,-1,1,1
8_gfarcegestionfa,gfarcegestionfa.Db4oDaoFactory,test1,1,2,1,1,0
8_gfarcegestionfa,gfarcegestionfa.RespFormation,test4,1,0,-1,1,1
8_gfarcegestionfa,gfarcegestionfa.OracleIdentiteDao,test3,1,2,1,1,0
8_gfarcegestionfa,gfarcegestionfa.Zmodel,test3,1,1,0,0,0
8_gfarcegestionfa,gfarcegestionfa.MonFiltre,test3,1,0,-1,1,1
8_gfarcegestionfa,gfarcegestionfa.Db4oFormationFactory,test0,1,1,0,1,0
8_gfarcegestionfa,gfarcegestionfa.ModifierRespAction,test0,2,0,-2,1,1
8_gfarcegestionfa,gfarcegestionfa.Formation,test12,3,2,-1,1,1
8_gfarcegestionfa,gfarcegestionfa.CreerUneFormationAction,test0,1,1,0,1,0
8_gfarcegestionfa,gfarcegestionfa.DaoFactoryException,test0,2,1,-1,1,1
8_gfarcegestionfa,gfarcegestionfa.ModifTableStockage,test12,1,1,0,1,0
8_gfarcegestionfa,gfarcegestionfa.TableStockage,test05,2,1,-1,1,1
8_gfarcegestionfa,gfarcegestionfa.Db4oConfig,test2,1,1,0,1,0
8_gfarcegestionfa,gfarcegestionfa.SupprRespAction,test0,2,2,0,0,0
8_gfarcegestionfa,gfarcegestionfa.OracleDaoFactory,test1,1,1,0,1,0
8_gfarcegestionfa,gfarcegestionfa.Candidat,test14,2,2,0,0,0
8_gfarcegestionfa,gfarcegestionfa.Identite,test09,2,2,0,1,0
8_gfarcegestionfa,gfarcegestionfa.Formation,test07,2,1,-1,1,1
8_gfarcegestionfa,gfarcegestionfa.WritingXLS,test0,1,1,0,0,0
8_gfarcegestionfa,gfarcegestionfa.Identite,test00,3,1,-2,1,1
8_gfarcegestionfa,gfarcegestionfa.RespFormation,test5,2,2,0,1,0
8_gfarcegestionfa,gfarcegestionfa.RespFormation,test1,3,3,0,1,0
8_gfarcegestionfa,gfarcegestionfa.CreationFormateurAction,test0,1,1,0,1,0
8_gfarcegestionfa,gfarcegestionfa.Candidat,test01,1,0,-1,1,1
8_gfarcegestionfa,gfarcegestionfa.Formation,test16,3,2,-1,1,1
8_gfarcegestionfa,gfarcegestionfa.Formation,test08,2,2,0,1,0
8_gfarcegestionfa,gfarcegestionfa.Zmodel,test2,2,1,-1,1,1
8_gfarcegestionfa,gfarcegestionfa.ExportExelAction,test0,1,0,-1,1,1
8_gfarcegestionfa,gfarcegestionfa.DaoFactoryException,test2,1,1,0,1,0
8_gfarcegestionfa,gfarcegestionfa.MonFiltre,test2,1,0,-1,0,0
8_gfarcegestionfa,gfarcegestionfa.Formation,test11,2,1,-1,1,1
8_gfarcegestionfa,gfarcegestionfa.Formation,test15,3,2,-1,1,1
8_gfarcegestionfa,gfarcegestionfa.SharedListSelectionHandlerFormation,test0,2,2,0,0,0
8_gfarcegestionfa,gfarcegestionfa.Formation,test13,3,2,-1,1,1
8_gfarcegestionfa,gfarcegestionfa.Candidat,test10,2,0,-2,1,1
8_gfarcegestionfa,gfarcegestionfa.SharedListSelectionHandlerResp,test1,1,1,0,1,0
8_gfarcegestionfa,gfarcegestionfa.ModifTableStockage,test13,1,0,-1,1,1
8_gfarcegestionfa,gfarcegestionfa.Identite,test07,2,1,-1,1,1
8_gfarcegestionfa,gfarcegestionfa.Formation,test06,2,0,-2,1,1
8_gfarcegestionfa,gfarcegestionfa.Identite,test04,2,2,0,1,0
8_gfarcegestionfa,gfarcegestionfa.Candidat,test05,1,1,0,0,0
8_gfarcegestionfa,gfarcegestionfa.ModifTableStockage,test06,1,2,1,1,0
8_gfarcegestionfa,gfarcegestionfa.ModifTableStockage,test10,1,1,0,0,0
8_gfarcegestionfa,gfarcegestionfa.RespFormation,test0,4,2,-2,1,1
8_gfarcegestionfa,gfarcegestionfa.SharedListSelectionHandlerFormation,test1,1,1,0,1,0
8_gfarcegestionfa,gfarcegestionfa.Formation,test03,1,0,-1,1,1
8_gfarcegestionfa,gfarcegestionfa.Identite,test08,2,1,-1,1,1
8_gfarcegestionfa,gfarcegestionfa.TableStockage,test09,1,1,0,1,0
8_gfarcegestionfa,gfarcegestionfa.Formation,test14,3,2,-1,1,1
8_gfarcegestionfa,gfarcegestionfa.Identite,test11,2,1,-1,1,1
8_gfarcegestionfa,gfarcegestionfa.RespFormation,test7,2,1,-1,1,1
8_gfarcegestionfa,gfarcegestionfa.Candidat,test00,1,0,-1,1,1
8_gfarcegestionfa,gfarcegestionfa.Zmodel,test6,2,1,-1,1,1
8_gfarcegestionfa,gfarcegestionfa.OracleFormationDao,test1,2,2,0,1,0
8_gfarcegestionfa,gfarcegestionfa.TableStockage,test00,1,0,-1,0,0
8_gfarcegestionfa,gfarcegestionfa.Formation,test02,1,0,-1,1,1
8_gfarcegestionfa,gfarcegestionfa.CreerUnEtudiantAction,test0,1,1,0,1,0
8_gfarcegestionfa,gfarcegestionfa.SupprimeEtuAction,test0,2,1,-1,1,1
8_gfarcegestionfa,gfarcegestionfa.ModificationEtuAction,test0,2,0,-2,1,1
8_gfarcegestionfa,gfarcegestionfa.Identite,test06,2,1,-1,1,1
8_gfarcegestionfa,gfarcegestionfa.Identite,test12,2,1,-1,1,1
8_gfarcegestionfa,gfarcegestionfa.Formation,test01,3,3,0,1,0
8_gfarcegestionfa,gfarcegestionfa.EnvoiRespAction,test0,2,2,0,0,0
8_gfarcegestionfa,gfarcegestionfa.RespFormation,test2,4,3,-1,0,0
8_gfarcegestionfa,gfarcegestionfa.Identite,test03,3,1,-2,1,1
8_gfarcegestionfa,gfarcegestionfa.OracleFormationDao,test3,2,2,0,1,0
8_gfarcegestionfa,gfarcegestionfa.TableStockage,test07,1,1,0,1,0
8_gfarcegestionfa,gfarcegestionfa.DaoFactory,test0,2,2,0,1,0
8_gfarcegestionfa,gfarcegestionfa.Db4oConfig,test4,1,2,1,1,0
8_gfarcegestionfa,gfarcegestionfa.SharedListSelectionHandlerEtu,test0,1,0,-1,0,0
8_gfarcegestionfa,gfarcegestionfa.Formation,test10,3,2,-1,1,1
8_gfarcegestionfa,gfarcegestionfa.Candidat,test04,2,0,-2,1,1
8_gfarcegestionfa,gfarcegestionfa.SimpleTableDemo,test0,1,2,1,1,0
8_gfarcegestionfa,gfarcegestionfa.EnvoiAcceptBourseAction,test0,1,1,0,0,0
8_gfarcegestionfa,gfarcegestionfa.Identite,test02,3,2,-1,1,1
8_gfarcegestionfa,gfarcegestionfa.Zmodel,test5,1,1,0,0,0
8_gfarcegestionfa,gfarcegestionfa.MonFiltre,test5,2,0,-2,1,1
8_gfarcegestionfa,gfarcegestionfa.Candidat,test09,2,2,0,0,0
8_gfarcegestionfa,gfarcegestionfa.Formation,test05,2,2,0,1,0
8_gfarcegestionfa,gfarcegestionfa.TableStockage,test08,2,2,0,1,0
8_gfarcegestionfa,gfarcegestionfa.ModifTableStockage,test05,2,2,0,1,0
8_gfarcegestionfa,gfarcegestionfa.Identite,test01,3,2,-1,1,1
8_gfarcegestionfa,gfarcegestionfa.ModifierFormationAction,test0,2,0,-2,1,1
8_gfarcegestionfa,gfarcegestionfa.SharedListSelectionHandlerEtu,test1,2,1,-1,1,1
8_gfarcegestionfa,gfarcegestionfa.DaoFactory,test1,2,2,0,0,0
8_gfarcegestionfa,gfarcegestionfa.TableStockage,test11,1,1,0,1,0
8_gfarcegestionfa,gfarcegestionfa.Candidat,test15,2,2,0,0,0
8_gfarcegestionfa,gfarcegestionfa.SimpleTableDemo,test1,1,2,1,1,0
8_gfarcegestionfa,gfarcegestionfa.RespFormation,test6,2,1,-1,1,1
8_gfarcegestionfa,gfarcegestionfa.OracleIdentiteDao,test4,1,1,0,1,0
8_gfarcegestionfa,gfarcegestionfa.ModifTableStockage,test00,1,0,-1,1,1
8_gfarcegestionfa,gfarcegestionfa.Zmodel,test4,2,2,0,1,0
8_gfarcegestionfa,gfarcegestionfa.Identite,test10,2,1,-1,1,1
8_gfarcegestionfa,gfarcegestionfa.Candidat,test12,3,2,-1,1,1
8_gfarcegestionfa,gfarcegestionfa.MonFiltre,test4,1,2,1,1,0
8_gfarcegestionfa,gfarcegestionfa.TableStockage,test06,1,1,0,1,0
8_gfarcegestionfa,gfarcegestionfa.EnvoiFormationAction,test0,1,1,0,1,0
8_gfarcegestionfa,gfarcegestionfa.OracleFormationDao,test2,1,1,0,1,0
8_gfarcegestionfa,gfarcegestionfa.Candidat,test17,2,2,0,0,0
8_gfarcegestionfa,gfarcegestionfa.DaoException,test1,1,1,0,1,0
8_gfarcegestionfa,gfarcegestionfa.Db4oIdentiteFactory,test0,1,1,0,1,0
8_gfarcegestionfa,gfarcegestionfa.Main,test1,1,2,1,1,0
8_gfarcegestionfa,gfarcegestionfa.Candidat,test03,1,1,0,1,0
8_gfarcegestionfa,gfarcegestionfa.Zmodel,test0,1,0,-1,1,1
8_gfarcegestionfa,gfarcegestionfa.Identite,test05,3,2,-1,1,1
8_gfarcegestionfa,gfarcegestionfa.MonFiltre,test0,1,0,-1,1,1
8_gfarcegestionfa,gfarcegestionfa.Candidat,test07,2,1,-1,1,1
9_falselight,falselight.TestAccess,test0,1,2,1,1,0
9_falselight,falselight.Messages,test1,1,2,1,1,0
9_falselight,falselight.Scheduler,test0,1,0,-1,1,1
9_falselight,falselight.Services,test5,1,0,-1,1,1
9_falselight,falselight.Ihm,test0,1,1,0,1,0
9_falselight,falselight.Services,test0,1,1,0,1,0
9_falselight,falselight.falselight,test0,1,2,1,1,0
9_falselight,falselight.Services,test1,1,1,0,1,0
10_water-simulator,water-simulator.AboutFrame,test0,1,0,-1,0,0
10_water-simulator,water-simulator.GridGenerator,test3,1,1,0,0,0
10_water-simulator,water-simulator.BehaviourMetDataQuery,test3,1,1,0,0,0
10_water-simulator,water-simulator.BehaviourContactNeighbours,test4,2,1,-1,0,0
10_water-simulator,water-simulator.MetOfficeAgent,test0,1,1,0,0,0
10_water-simulator,water-simulator.ParameterAttributes,test10,2,1,-1,0,0
10_water-simulator,water-simulator.GaussGenerator,test0,1,1,0,0,0
10_water-simulator,water-simulator.DAWN,test0,1,1,0,0,0
10_water-simulator,water-simulator.Random,test2,1,0,-1,0,0
10_water-simulator,water-simulator.ProgressGui,test00,2,0,-2,0,0
10_water-simulator,water-simulator.ParameterAttributes,test05,1,2,1,0,0
10_water-simulator,water-simulator.Discrete,test0,2,1,-1,0,0
10_water-simulator,water-simulator.Function,test00,2,1,-1,0,0
10_water-simulator,water-simulator.ReviewGUI,test4,2,1,-1,0,0
10_water-simulator,water-simulator.StepTotalConsumption,test6,1,0,-1,0,0
10_water-simulator,water-simulator.BehaviourMetDataQuery,test6,1,1,0,0,0
10_water-simulator,water-simulator.ConsumerAttributes,test8,3,2,-1,0,0
10_water-simulator,water-simulator.MetData,test3,2,0,-2,0,0
10_water-simulator,water-simulator.WDS_Ontology,test0,1,2,1,1,0
10_water-simulator,water-simulator.SimulationAgent,test07,1,2,1,0,0
10_water-simulator,water-simulator.PriceBlock,test5,3,0,-3,0,0
10_water-simulator,water-simulator.HasMetData,test2,2,1,-1,0,0
10_water-simulator,water-simulator.BehaviourContactNeighbours,test5,3,3,0,0,0
10_water-simulator,water-simulator.SimulationAgent,test04,3,3,0,0,0
10_water-simulator,water-simulator.SavingPath,test0,1,1,0,0,0
10_water-simulator,water-simulator.MetData,test0,2,0,-2,0,0
10_water-simulator,water-simulator.ConsumerType,test2,1,1,0,0,0
10_water-simulator,water-simulator.BehaviourSendPersonalConsumption,test0,1,2,1,0,0
10_water-simulator,water-simulator.Consumes,test09,2,1,-1,0,0
10_water-simulator,water-simulator.ConsumerAttributes,test4,2,2,0,0,0
10_water-simulator,water-simulator.Discrete,test1,2,1,-1,0,0
10_water-simulator,water-simulator.StepAttr,test0,2,3,1,1,0
10_water-simulator,water-simulator.BehaviourContactNeighbours,test8,1,1,0,0,0
10_water-simulator,water-simulator.SimulationAgent,test09,1,2,1,0,0
10_water-simulator,water-simulator.SimulationAgent,test08,1,2,1,0,0
10_water-simulator,water-simulator.BehaviourReplyNeighbour,test0,1,1,0,0,0
10_water-simulator,water-simulator.GridGenerator,test2,1,1,0,0,0
10_water-simulator,water-simulator.BehaviourMetDataQuery,test2,2,1,-1,0,0
10_water-simulator,water-simulator.Consumes,test00,2,1,-1,0,0
10_water-simulator,water-simulator.ProgressGui,test07,2,1,-1,0,0
10_water-simulator,water-simulator.SimulationAgent,test11,1,2,1,0,0
10_water-simulator,water-simulator.Function,test07,2,2,0,0,0
10_water-simulator,water-simulator.ProgressGui,test04,2,1,-1,0,0
10_water-simulator,water-simulator.ReviewGUI,test5,2,1,-1,0,0
10_water-simulator,water-simulator.MetData,test1,2,0,-2,0,0
10_water-simulator,water-simulator.SimulationAgent,test15,3,3,0,0,0
10_water-simulator,water-simulator.SavingPath,test1,2,4,2,0,0
10_water-simulator,water-simulator.PriceBlock,test3,2,2,0,0,0
10_water-simulator,water-simulator.ConsumerAgent,test2,1,2,1,0,0
10_water-simulator,water-simulator.StepAttr,test1,3,0,-3,1,1
10_water-simulator,water-simulator.BehaviourContactNeighbours,test3,2,1,-1,0,0
10_water-simulator,water-simulator.ProgressGui,test09,2,1,-1,0,0
10_water-simulator,water-simulator.ReviewGUI,test8,2,2,0,0,0
