project,smell_type,count_before,count_after,delta,test_methods,loc_tests,density_before_tests,density_after_tests,delta_density_tests,density_before_loc,density_after_loc,delta_density_loc,status
68_biblestudy,Duplicated Setup,67,55,-12,246,2468,0.27235772,0.22357724,-0.04878049,0.02714749,0.02228525,-0.00486224,ok
68_biblestudy,Exceptions due to external dependencies,1,0,-1,246,2468,0.00406504,0.00000000,-0.00406504,0.00040519,0.00000000,-0.00040519,ok
68_biblestudy,Exceptions due to incomplete setup,17,5,-12,246,2468,0.06910569,0.02032520,-0.04878049,0.00688817,0.00202593,-0.00486224,ok
68_biblestudy,Exceptions due to null arguments,21,3,-18,246,2468,0.08536585,0.01219512,-0.07317073,0.00850891,0.00121556,-0.00729335,ok
68_biblestudy,Multiple calls to the same void method,23,25,2,246,2468,0.09349593,0.10162602,0.00813008,0.00931929,0.01012966,0.00081037,ok
68_biblestudy,Not asserted return values,62,68,6,246,2468,0.25203252,0.27642276,0.02439024,0.02512156,0.02755267,0.00243112,ok
68_biblestudy,Not asserted side effects,29,30,1,246,2468,0.11788618,0.12195122,0.00406504,0.01175041,0.01215559,0.00040519,ok
68_biblestudy,Not null assertion,0,3,3,246,2468,0.00000000,0.01219512,0.01219512,0.00000000,0.00121556,0.00121556,ok
68_biblestudy,Testing only field accesors,25,25,0,246,2468,0.10162602,0.10162602,0.00000000,0.01012966,0.01012966,0.00000000,ok
68_biblestudy,Testing the same exception scenario,27,2,-25,246,2468,0.10975610,0.00813008,-0.10162602,0.01094003,0.00081037,-0.01012966,ok
69_lhamacaw,Asserting Constants,3,3,0,851,12203,0.00352526,0.00352526,0.00000000,0.00024584,0.00024584,0.00000000,ok
69_lhamacaw,Asserting object initialization multiple times,233,245,12,851,12203,0.27379553,0.28789659,0.01410106,0.01909367,0.02007703,0.00098336,ok
69_lhamacaw,Duplicated Setup,540,500,-40,851,12203,0.63454759,0.58754407,-0.04700353,0.04425141,0.04097353,-0.00327788,ok
69_lhamacaw,Exceptions due to incomplete setup,88,77,-11,851,12203,0.10340776,0.09048179,-0.01292597,0.00721134,0.00630992,-0.00090142,ok
69_lhamacaw,Exceptions due to null arguments,97,82,-15,851,12203,0.11398355,0.09635723,-0.01762632,0.00794887,0.00671966,-0.00122921,ok
69_lhamacaw,Multiple calls to the same void method,118,115,-3,851,12203,0.13866040,0.13513514,-0.00352526,0.00966975,0.00942391,-0.00024584,ok
69_lhamacaw,Not asserted return values,130,64,-66,851,12203,0.15276146,0.07520564,-0.07755582,0.01065312,0.00524461,-0.00540851,ok
69_lhamacaw,Not asserted side effects,181,167,-14,851,12203,0.21269095,0.19623972,-0.01645123,0.01483242,0.01368516,-0.00114726,ok
69_lhamacaw,Not null assertion,8,50,42,851,12203,0.00940071,0.05875441,0.04935370,0.00065558,0.00409735,0.00344178,ok
69_lhamacaw,Testing only field accesors,52,55,3,851,12203,0.06110458,0.06462985,0.00352526,0.00426125,0.00450709,0.00024584,ok
69_lhamacaw,Testing the same exception scenario,111,64,-47,851,12203,0.13043478,0.07520564,-0.05522914,0.00909612,0.00524461,-0.00385151,ok
70_echodep,Asserting Constants,2,3,1,332,4626,0.00602410,0.00903614,0.00301205,0.00043234,0.00064851,0.00021617,ok
70_echodep,Asserting object initialization multiple times,95,93,-2,332,4626,0.28614458,0.28012048,-0.00602410,0.02053610,0.02010376,-0.00043234,ok
70_echodep,Duplicated Setup,49,26,-23,332,4626,0.14759036,0.07831325,-0.06927711,0.01059230,0.00562041,-0.00497190,ok
70_echodep,Exceptions due to external dependencies,4,2,-2,332,4626,0.01204819,0.00602410,-0.00602410,0.00086468,0.00043234,-0.00043234,ok
70_echodep,Exceptions due to incomplete setup,17,4,-13,332,4626,0.05120482,0.01204819,-0.03915663,0.00367488,0.00086468,-0.00281020,ok
70_echodep,Exceptions due to null arguments,21,6,-15,332,4626,0.06325301,0.01807229,-0.04518072,0.00453956,0.00129702,-0.00324254,ok
70_echodep,Multiple calls to the same void method,13,15,2,332,4626,0.03915663,0.04518072,0.00602410,0.00281020,0.00324254,0.00043234,ok
70_echodep,Not asserted return values,47,46,-1,332,4626,0.14156627,0.13855422,-0.00301205,0.01015997,0.00994380,-0.00021617,ok
70_echodep,Not asserted side effects,22,19,-3,332,4626,0.06626506,0.05722892,-0.00903614,0.00475573,0.00410722,-0.00064851,ok
70_echodep,Not null assertion,8,19,11,332,4626,0.02409639,0.05722892,0.03313253,0.00172936,0.00410722,0.00237786,ok
70_echodep,Testing only field accesors,7,6,-1,332,4626,0.02108434,0.01807229,-0.00301205,0.00151319,0.00129702,-0.00021617,ok
70_echodep,Testing the same exception scenario,36,2,-34,332,4626,0.10843373,0.00602410,-0.10240964,0.00778210,0.00043234,-0.00734976,ok
71_ext4j,Asserting Constants,1,2,1,290,2887,0.00344828,0.00689655,0.00344828,0.00034638,0.00069276,0.00034638,ok
71_ext4j,Asserting object initialization multiple times,105,61,-44,290,2887,0.36206897,0.21034483,-0.15172414,0.03636993,0.02112920,-0.01524073,ok
71_ext4j,Duplicated Setup,27,25,-2,290,2887,0.09310345,0.08620690,-0.00689655,0.00935227,0.00865951,-0.00069276,ok
71_ext4j,Exceptions due to incomplete setup,7,5,-2,290,2887,0.02413793,0.01724138,-0.00689655,0.00242466,0.00173190,-0.00069276,ok
71_ext4j,Exceptions due to null arguments,7,4,-3,290,2887,0.02413793,0.01379310,-0.01034483,0.00242466,0.00138552,-0.00103914,ok
71_ext4j,Multiple calls to the same void method,9,23,14,290,2887,0.03103448,0.07931034,0.04827586,0.00311742,0.00796675,0.00484932,ok
71_ext4j,Not asserted return values,24,22,-2,290,2887,0.08275862,0.07586207,-0.00689655,0.00831313,0.00762037,-0.00069276,ok
71_ext4j,Not asserted side effects,32,33,1,290,2887,0.11034483,0.11379310,0.00344828,0.01108417,0.01143055,0.00034638,ok
71_ext4j,Not null assertion,9,7,-2,290,2887,0.03103448,0.02413793,-0.00689655,0.00311742,0.00242466,-0.00069276,ok
71_ext4j,Testing only field accesors,64,58,-6,290,2887,0.22068966,0.20000000,-0.02068966,0.02216834,0.02009006,-0.00207828,ok
71_ext4j,Testing the same exception scenario,7,0,-7,290,2887,0.02413793,0.00000000,-0.02413793,0.00242466,0.00000000,-0.00242466,ok
72_battlecry,Asserting object initialization multiple times,54,45,-9,102,1102,0.52941176,0.44117647,-0.08823529,0.04900181,0.04083485,-0.00816697,ok
72_battlecry,Duplicated Setup,42,40,-2,102,1102,0.41176471,0.39215686,-0.01960784,0.03811252,0.03629764,-0.00181488,ok
72_battlecry,Exceptions due to incomplete setup,3,0,-3,102,1102,0.02941176,0.00000000,-0.02941176,0.00272232,0.00000000,-0.00272232,ok
72_battlecry,Exceptions due to null arguments,4,0,-4,102,1102,0.03921569,0.00000000,-0.03921569,0.00362976,0.00000000,-0.00362976,ok
72_battlecry,Multiple calls to the same void method,12,8,-4,102,1102,0.11764706,0.07843137,-0.03921569,0.01088929,0.00725953,-0.00362976,ok
72_battlecry,Not asserted return values,29,23,-6,102,1102,0.28431373,0.22549020,-0.05882353,0.02631579,0.02087114,-0.00544465,ok
72_battlecry,Not asserted side effects,15,12,-3,102,1102,0.14705882,0.11764706,-0.02941176,0.01361162,0.01088929,-0.00272232,ok
72_battlecry,Not null assertion,0,4,4,102,1102,0.00000000,0.03921569,0.03921569,0.00000000,0.00362976,0.00362976,ok
72_battlecry,Testing only field accesors,18,17,-1,102,1102,0.17647059,0.16666667,-0.00980392,0.01633394,0.01542650,-0.00090744,ok
72_battlecry,Testing the same exception scenario,4,0,-4,102,1102,0.03921569,0.00000000,-0.03921569,0.00362976,0.00000000,-0.00362976,ok
73_fim1,Asserting object initialization multiple times,110,56,-54,291,3646,0.37800687,0.19243986,-0.18556701,0.03017005,0.01535930,-0.01481075,ok
73_fim1,Duplicated Setup,20,16,-4,291,3646,0.06872852,0.05498282,-0.01374570,0.00548546,0.00438837,-0.00109709,ok
73_fim1,Exceptions due to incomplete setup,8,3,-5,291,3646,0.02749141,0.01030928,-0.01718213,0.00219419,0.00082282,-0.00137137,ok
73_fim1,Exceptions due to null arguments,35,10,-25,291,3646,0.12027491,0.03436426,-0.08591065,0.00959956,0.00274273,-0.00685683,ok
73_fim1,Multiple calls to the same void method,19,64,45,291,3646,0.06529210,0.21993127,0.15463918,0.00521119,0.01755348,0.01234229,ok
73_fim1,Not asserted return values,21,32,11,291,3646,0.07216495,0.10996564,0.03780069,0.00575974,0.00877674,0.00301700,ok
73_fim1,Not asserted side effects,83,82,-1,291,3646,0.28522337,0.28178694,-0.00343643,0.02276467,0.02249040,-0.00027427,ok
73_fim1,Not null assertion,2,15,13,291,3646,0.00687285,0.05154639,0.04467354,0.00054855,0.00411410,0.00356555,ok
73_fim1,Testing only field accesors,125,107,-18,291,3646,0.42955326,0.36769759,-0.06185567,0.03428415,0.02934723,-0.00493692,ok
73_fim1,Testing the same exception scenario,11,0,-11,291,3646,0.03780069,0.00000000,-0.03780069,0.00301700,0.00000000,-0.00301700,ok
74_fixsuite,Asserting object initialization multiple times,59,47,-12,146,1790,0.40410959,0.32191781,-0.08219178,0.03296089,0.02625698,-0.00670391,ok
74_fixsuite,Duplicated Setup,47,43,-4,146,1790,0.32191781,0.29452055,-0.02739726,0.02625698,0.02402235,-0.00223464,ok
74_fixsuite,Exceptions due to incomplete setup,7,2,-5,146,1790,0.04794521,0.01369863,-0.03424658,0.00391061,0.00111732,-0.00279330,ok
74_fixsuite,Exceptions due to null arguments,6,1,-5,146,1790,0.04109589,0.00684932,-0.03424658,0.00335196,0.00055866,-0.00279330,ok
74_fixsuite,Multiple calls to the same void method,34,55,21,146,1790,0.23287671,0.37671233,0.14383562,0.01899441,0.03072626,0.01173184,ok
74_fixsuite,Not asserted return values,9,15,6,146,1790,0.06164384,0.10273973,0.04109589,0.00502793,0.00837989,0.00335196,ok
74_fixsuite,Not asserted side effects,59,63,4,146,1790,0.40410959,0.43150685,0.02739726,0.03296089,0.03519553,0.00223464,ok
74_fixsuite,Not null assertion,0,11,11,146,1790,0.00000000,0.07534247,0.07534247,0.00000000,0.00614525,0.00614525,ok
74_fixsuite,Testing only field accesors,39,30,-9,146,1790,0.26712329,0.20547945,-0.06164384,0.02178771,0.01675978,-0.00502793,ok
75_openhre,Asserting Constants,3,2,-1,932,9409,0.00321888,0.00214592,-0.00107296,0.00031884,0.00021256,-0.00010628,ok
75_openhre,Asserting object initialization multiple times,392,279,-113,932,9409,0.42060086,0.29935622,-0.12124464,0.04166224,0.02965246,-0.01200978,ok
75_openhre,Duplicated Setup,188,157,-31,932,9409,0.20171674,0.16845494,-0.03326180,0.01998087,0.01668615,-0.00329472,ok
75_openhre,Exceptions due to external dependencies,1,1,0,932,9409,0.00107296,0.00107296,0.00000000,0.00010628,0.00010628,0.00000000,ok
75_openhre,Exceptions due to incomplete setup,47,12,-35,932,9409,0.05042918,0.01287554,-0.03755365,0.00499522,0.00127537,-0.00371984,ok
75_openhre,Exceptions due to null arguments,13,2,-11,932,9409,0.01394850,0.00214592,-0.01180258,0.00138166,0.00021256,-0.00116909,ok
75_openhre,Multiple calls to the same void method,116,161,45,932,9409,0.12446352,0.17274678,0.04828326,0.01232862,0.01711128,0.00478265,ok
75_openhre,Not asserted return values,108,127,19,932,9409,0.11587983,0.13626609,0.02038627,0.01147837,0.01349771,0.00201934,ok
75_openhre,Not asserted side effects,228,229,1,932,9409,0.24463519,0.24570815,0.00107296,0.02423212,0.02433840,0.00010628,ok
75_openhre,Not null assertion,0,42,42,932,9409,0.00000000,0.04506438,0.04506438,0.00000000,0.00446381,0.00446381,ok
75_openhre,Testing only field accesors,215,191,-24,932,9409,0.23068670,0.20493562,-0.02575107,0.02285046,0.02029971,-0.00255075,ok
75_openhre,Testing the same exception scenario,70,9,-61,932,9409,0.07510730,0.00965665,-0.06545064,0.00743969,0.00095653,-0.00648315,ok
76_dash-framework,Asserting object initialization multiple times,13,12,-1,21,378,0.61904762,0.57142857,-0.04761905,0.03439153,0.03174603,-0.00264550,ok
76_dash-framework,Duplicated Setup,2,0,-2,21,378,0.09523810,0.00000000,-0.09523810,0.00529101,0.00000000,-0.00529101,ok
76_dash-framework,Exceptions due to incomplete setup,2,1,-1,21,378,0.09523810,0.04761905,-0.04761905,0.00529101,0.00264550,-0.00264550,ok
76_dash-framework,Exceptions due to null arguments,3,1,-2,21,378,0.14285714,0.04761905,-0.09523810,0.00793651,0.00264550,-0.00529101,ok
76_dash-framework,Not asserted return values,0,1,1,21,378,0.00000000,0.04761905,0.04761905,0.00000000,0.00264550,0.00264550,ok
76_dash-framework,Not null assertion,0,3,3,21,378,0.00000000,0.14285714,0.14285714,0.00000000,0.00793651,0.00793651,ok
77_io-project,Asserting object initialization multiple times,11,8,-3,67,1222,0.16417910,0.11940299,-0.04477612,0.00900164,0.00654664,-0.00245499,ok
77_io-project,Duplicated Setup,35,15,-20,67,1222,0.52238806,0.22388060,-0.29850746,0.02864157,0.01227496,-0.01636661,ok
77_io-project,Exceptions due to incomplete setup,2,2,0,67,1222,0.02985075,0.02985075,0.00000000,0.00163666,0.00163666,0.00000000,ok
77_io-project,Exceptions due to null arguments,9,9,0,67,1222,0.13432836,0.13432836,0.00000000,0.00736498,0.00736498,0.00000000,ok
77_io-project,Not asserted return values,11,10,-1,67,1222,0.16417910,0.14925373,-0.01492537,0.00900164,0.00818331,-0.00081833,ok
77_io-project,Not asserted side effects,2,4,2,67,1222,0.02985075,0.05970149,0.02985075,0.00163666,0.00327332,0.00163666,ok
77_io-project,Testing only field accesors,2,2,0,67,1222,0.02985075,0.02985075,0.00000000,0.00163666,0.00163666,0.00000000,ok
77_io-project,Testing the same exception scenario,17,8,-9,67,1222,0.25373134,0.11940299,-0.13432836,0.01391162,0.00654664,-0.00736498,ok
79_twfbplayer,Asserting Constants,1,0,-1,561,7464,0.00178253,0.00000000,-0.00178253,0.00013398,0.00000000,-0.00013398,ok
79_twfbplayer,Asserting object initialization multiple times,315,269,-46,561,7464,0.56149733,0.47950089,-0.08199643,0.04220257,0.03603966,-0.00616292,ok
79_twfbplayer,Duplicated Setup,210,181,-29,561,7464,0.37433155,0.32263815,-0.05169340,0.02813505,0.02424973,-0.00388532,ok
79_twfbplayer,Exceptions due to incomplete setup,25,15,-10,561,7464,0.04456328,0.02673797,-0.01782531,0.00334941,0.00200965,-0.00133976,ok
79_twfbplayer,Exceptions due to null arguments,48,19,-29,561,7464,0.08556150,0.03386809,-0.05169340,0.00643087,0.00254555,-0.00388532,ok
79_twfbplayer,Multiple calls to the same void method,48,45,-3,561,7464,0.08556150,0.08021390,-0.00534759,0.00643087,0.00602894,-0.00040193,ok
79_twfbplayer,Not asserted return values,82,75,-7,561,7464,0.14616756,0.13368984,-0.01247772,0.01098607,0.01004823,-0.00093783,ok
79_twfbplayer,Not asserted side effects,64,60,-4,561,7464,0.11408200,0.10695187,-0.00713012,0.00857449,0.00803859,-0.00053591,ok
79_twfbplayer,Not null assertion,4,13,9,561,7464,0.00713012,0.02317291,0.01604278,0.00053591,0.00174169,0.00120579,ok
79_twfbplayer,Testing only field accesors,37,33,-4,561,7464,0.06595365,0.05882353,-0.00713012,0.00495713,0.00442122,-0.00053591,ok
79_twfbplayer,Testing the same exception scenario,16,8,-8,561,7464,0.02852050,0.01426025,-0.01426025,0.00214362,0.00107181,-0.00107181,ok
81_javathena,Asserting Constants,1,3,2,1018,8447,0.00098232,0.00294695,0.00196464,0.00011839,0.00035516,0.00023677,ok
81_javathena,Asserting object initialization multiple times,497,473,-24,1018,8447,0.48821218,0.46463654,-0.02357564,0.05883746,0.05599621,-0.00284125,ok
81_javathena,Duplicated Setup,116,147,31,1018,8447,0.11394892,0.14440079,0.03045187,0.01373269,0.01740263,0.00366994,ok
81_javathena,Exceptions due to incomplete setup,55,11,-44,1018,8447,0.05402750,0.01080550,-0.04322200,0.00651119,0.00130224,-0.00520895,ok
81_javathena,Exceptions due to null arguments,26,8,-18,1018,8447,0.02554028,0.00785855,-0.01768173,0.00307802,0.00094708,-0.00213093,ok
81_javathena,Multiple calls to the same void method,51,71,20,1018,8447,0.05009823,0.06974460,0.01964637,0.00603765,0.00840535,0.00236770,ok
81_javathena,Not asserted return values,85,161,76,1018,8447,0.08349705,0.15815324,0.07465619,0.01006274,0.01906002,0.00899728,ok
81_javathena,Not asserted side effects,255,196,-59,1018,8447,0.25049116,0.19253438,-0.05795678,0.03018823,0.02320350,-0.00698473,ok
81_javathena,Not null assertion,2,26,24,1018,8447,0.00196464,0.02554028,0.02357564,0.00023677,0.00307802,0.00284125,ok
81_javathena,Testing only field accesors,564,520,-44,1018,8447,0.55402750,0.51080550,-0.04322200,0.06676927,0.06156032,-0.00520895,ok
81_javathena,Testing the same exception scenario,79,16,-63,1018,8447,0.07760314,0.01571709,-0.06188605,0.00935243,0.00189416,-0.00745827,ok
82_ipcalculator,Asserting object initialization multiple times,7,7,0,35,491,0.20000000,0.20000000,0.00000000,0.01425662,0.01425662,0.00000000,ok
82_ipcalculator,Duplicated Setup,8,4,-4,35,491,0.22857143,0.11428571,-0.11428571,0.01629328,0.00814664,-0.00814664,ok
82_ipcalculator,Not asserted return values,0,2,2,35,491,0.00000000,0.05714286,0.05714286,0.00000000,0.00407332,0.00407332,ok
82_ipcalculator,Testing the same exception scenario,2,0,-2,35,491,0.05714286,0.00000000,-0.05714286,0.00407332,0.00000000,-0.00407332,ok
83_xbus,Asserting Constants,3,4,1,844,10776,0.00355450,0.00473934,0.00118483,0.00027840,0.00037120,0.00009280,ok
83_xbus,Asserting object initialization multiple times,247,256,9,844,10776,0.29265403,0.30331754,0.01066351,0.02292131,0.02375650,0.00083519,ok
83_xbus,Duplicated Setup,73,71,-2,844,10776,0.08649289,0.08412322,-0.00236967,0.00677431,0.00658872,-0.00018560,ok
83_xbus,Exceptions due to incomplete setup,20,2,-18,844,10776,0.02369668,0.00236967,-0.02132701,0.00185598,0.00018560,-0.00167038,ok
83_xbus,Exceptions due to null arguments,29,15,-14,844,10776,0.03436019,0.01777251,-0.01658768,0.00269117,0.00139198,-0.00129918,ok
83_xbus,Multiple calls to the same void method,43,68,25,844,10776,0.05094787,0.08056872,0.02962085,0.00399035,0.00631032,0.00231997,ok
83_xbus,Not asserted return values,80,103,23,844,10776,0.09478673,0.12203791,0.02725118,0.00742390,0.00955828,0.00213437,ok
83_xbus,Not asserted side effects,91,101,10,844,10776,0.10781991,0.11966825,0.01184834,0.00844469,0.00937268,0.00092799,ok
83_xbus,Not null assertion,3,40,37,844,10776,0.00355450,0.04739336,0.04383886,0.00027840,0.00371195,0.00343356,ok
83_xbus,Testing only field accesors,125,100,-25,844,10776,0.14810427,0.11848341,-0.02962085,0.01159985,0.00927988,-0.00231997,ok
83_xbus,Testing the same exception scenario,147,37,-110,844,10776,0.17417062,0.04383886,-0.13033175,0.01364143,0.00343356,-0.01020787,ok
85_shop,Asserting Constants,2,0,-2,383,4222,0.00522193,0.00000000,-0.00522193,0.00047371,0.00000000,-0.00047371,ok
85_shop,Asserting object initialization multiple times,89,102,13,383,4222,0.23237598,0.26631854,0.03394256,0.02108006,0.02415917,0.00307911,ok
85_shop,Duplicated Setup,97,83,-14,383,4222,0.25326371,0.21671018,-0.03655352,0.02297489,0.01965893,-0.00331596,ok
85_shop,Exceptions due to incomplete setup,16,1,-15,383,4222,0.04177546,0.00261097,-0.03916449,0.00378967,0.00023685,-0.00355282,ok
85_shop,Exceptions due to null arguments,12,2,-10,383,4222,0.03133159,0.00522193,-0.02610966,0.00284225,0.00047371,-0.00236855,ok
85_shop,Multiple calls to the same void method,25,19,-6,383,4222,0.06527415,0.04960836,-0.01566580,0.00592136,0.00450024,-0.00142113,ok
85_shop,Not asserted return values,90,29,-61,383,4222,0.23498695,0.07571802,-0.15926893,0.02131691,0.00686878,-0.01444813,ok
85_shop,Not asserted side effects,46,32,-14,383,4222,0.12010444,0.08355091,-0.03655352,0.01089531,0.00757935,-0.00331596,ok
85_shop,Not null assertion,0,20,20,383,4222,0.00000000,0.05221932,0.05221932,0.00000000,0.00473709,0.00473709,ok
85_shop,Testing only field accesors,25,11,-14,383,4222,0.06527415,0.02872063,-0.03655352,0.00592136,0.00260540,-0.00331596,ok
85_shop,Testing the same exception scenario,57,8,-49,383,4222,0.14882507,0.02088773,-0.12793734,0.01350071,0.00189484,-0.01160587,ok
86_at-robots2-j,Asserting Constants,2,1,-1,948,12403,0.00210970,0.00105485,-0.00105485,0.00016125,0.00008063,-0.00008063,ok
86_at-robots2-j,Asserting object initialization multiple times,336,258,-78,948,12403,0.35443038,0.27215190,-0.08227848,0.02709022,0.02080142,-0.00628880,ok
86_at-robots2-j,Duplicated Setup,256,174,-82,948,12403,0.27004219,0.18354430,-0.08649789,0.02064017,0.01402886,-0.00661130,ok
86_at-robots2-j,Exceptions due to external dependencies,2,2,0,948,12403,0.00210970,0.00210970,0.00000000,0.00016125,0.00016125,0.00000000,ok
86_at-robots2-j,Exceptions due to incomplete setup,78,22,-56,948,12403,0.08227848,0.02320675,-0.05907173,0.00628880,0.00177376,-0.00451504,ok
86_at-robots2-j,Exceptions due to null arguments,95,17,-78,948,12403,0.10021097,0.01793249,-0.08227848,0.00765944,0.00137064,-0.00628880,ok
86_at-robots2-j,Multiple calls to the same void method,64,99,35,948,12403,0.06751055,0.10443038,0.03691983,0.00516004,0.00798194,0.00282190,ok
86_at-robots2-j,Not asserted return values,80,79,-1,948,12403,0.08438819,0.08333333,-0.00105485,0.00645005,0.00636943,-0.00008063,ok
86_at-robots2-j,Not asserted side effects,176,183,7,948,12403,0.18565401,0.19303797,0.00738397,0.01419012,0.01475449,0.00056438,ok
86_at-robots2-j,Not null assertion,1,42,41,948,12403,0.00105485,0.04430380,0.04324895,0.00008063,0.00338628,0.00330565,ok
86_at-robots2-j,Testing only field accesors,189,158,-31,948,12403,0.19936709,0.16666667,-0.03270042,0.01523825,0.01273885,-0.00249940,ok
86_at-robots2-j,Testing the same exception scenario,57,5,-52,948,12403,0.06012658,0.00527426,-0.05485232,0.00459566,0.00040313,-0.00419253,ok
87_jaw-br,Asserting Constants,0,4,4,154,1764,0.00000000,0.02597403,0.02597403,0.00000000,0.00226757,0.00226757,ok
87_jaw-br,Asserting object initialization multiple times,48,50,2,154,1764,0.31168831,0.32467532,0.01298701,0.02721088,0.02834467,0.00113379,ok
87_jaw-br,Duplicated Setup,10,20,10,154,1764,0.06493506,0.12987013,0.06493506,0.00566893,0.01133787,0.00566893,ok
87_jaw-br,Exceptions due to external dependencies,3,0,-3,154,1764,0.01948052,0.00000000,-0.01948052,0.00170068,0.00000000,-0.00170068,ok
87_jaw-br,Exceptions due to incomplete setup,8,2,-6,154,1764,0.05194805,0.01298701,-0.03896104,0.00453515,0.00113379,-0.00340136,ok
87_jaw-br,Multiple calls to the same void method,1,10,9,154,1764,0.00649351,0.06493506,0.05844156,0.00056689,0.00566893,0.00510204,ok
87_jaw-br,Not asserted return values,23,15,-8,154,1764,0.14935065,0.09740260,-0.05194805,0.01303855,0.00850340,-0.00453515,ok
87_jaw-br,Not asserted side effects,31,30,-1,154,1764,0.20129870,0.19480519,-0.00649351,0.01757370,0.01700680,-0.00056689,ok
87_jaw-br,Not null assertion,0,7,7,154,1764,0.00000000,0.04545455,0.04545455,0.00000000,0.00396825,0.00396825,ok
87_jaw-br,Testing only field accesors,48,22,-26,154,1764,0.31168831,0.14285714,-0.16883117,0.02721088,0.01247166,-0.01473923,ok
87_jaw-br,Testing the same exception scenario,24,0,-24,154,1764,0.15584416,0.00000000,-0.15584416,0.01360544,0.00000000,-0.01360544,ok
88_jopenchart,Asserting Constants,6,2,-4,333,4348,0.01801802,0.00600601,-0.01201201,0.00137994,0.00045998,-0.00091996,ok
88_jopenchart,Asserting object initialization multiple times,168,152,-16,333,4348,0.50450450,0.45645646,-0.04804805,0.03863845,0.03495860,-0.00367985,ok
88_jopenchart,Duplicated Setup,112,90,-22,333,4348,0.33633634,0.27027027,-0.06606607,0.02575897,0.02069917,-0.00505980,ok
88_jopenchart,Exceptions due to external dependencies,2,2,0,333,4348,0.00600601,0.00600601,0.00000000,0.00045998,0.00045998,0.00000000,ok
88_jopenchart,Exceptions due to incomplete setup,21,19,-2,333,4348,0.06306306,0.05705706,-0.00600601,0.00482981,0.00436983,-0.00045998,ok
88_jopenchart,Exceptions due to null arguments,25,17,-8,333,4348,0.07507508,0.05105105,-0.02402402,0.00574977,0.00390984,-0.00183993,ok
88_jopenchart,Multiple calls to the same void method,33,41,8,333,4348,0.09909910,0.12312312,0.02402402,0.00758970,0.00942962,0.00183993,ok
88_jopenchart,Not asserted return values,31,22,-9,333,4348,0.09309309,0.06606607,-0.02702703,0.00712971,0.00505980,-0.00206992,ok
88_jopenchart,Not asserted side effects,65,64,-1,333,4348,0.19519520,0.19219219,-0.00300300,0.01494940,0.01471941,-0.00022999,ok
88_jopenchart,Not null assertion,4,20,16,333,4348,0.01201201,0.06006006,0.04804805,0.00091996,0.00459982,0.00367985,ok
88_jopenchart,Testing only field accesors,44,45,1,333,4348,0.13213213,0.13513514,0.00300300,0.01011960,0.01034959,0.00022999,ok
88_jopenchart,Testing the same exception scenario,16,6,-10,333,4348,0.04804805,0.01801802,-0.03003003,0.00367985,0.00137994,-0.00229991,ok
89_jiggler,Asserting Constants,1,1,0,1290,19883,0.00077519,0.00077519,0.00000000,0.00005029,0.00005029,0.00000000,ok
89_jiggler,Asserting object initialization multiple times,535,427,-108,1290,19883,0.41472868,0.33100775,-0.08372093,0.02690741,0.02147563,-0.00543178,ok
89_jiggler,Duplicated Setup,430,307,-123,1290,19883,0.33333333,0.23798450,-0.09534884,0.02162652,0.01544033,-0.00618619,ok
89_jiggler,Exceptions due to external dependencies,1,1,0,1290,19883,0.00077519,0.00077519,0.00000000,0.00005029,0.00005029,0.00000000,ok
89_jiggler,Exceptions due to incomplete setup,43,24,-19,1290,19883,0.03333333,0.01860465,-0.01472868,0.00216265,0.00120706,-0.00095559,ok
89_jiggler,Exceptions due to null arguments,49,26,-23,1290,19883,0.03798450,0.02015504,-0.01782946,0.00246442,0.00130765,-0.00115677,ok
89_jiggler,Multiple calls to the same void method,128,124,-4,1290,19883,0.09922481,0.09612403,-0.00310078,0.00643766,0.00623648,-0.00020118,ok
89_jiggler,Not asserted return values,131,70,-61,1290,19883,0.10155039,0.05426357,-0.04728682,0.00658854,0.00352060,-0.00306795,ok
89_jiggler,Not asserted side effects,174,153,-21,1290,19883,0.13488372,0.11860465,-0.01627907,0.00875119,0.00769502,-0.00105618,ok
89_jiggler,Not null assertion,220,64,-156,1290,19883,0.17054264,0.04961240,-0.12093023,0.01106473,0.00321883,-0.00784590,ok
89_jiggler,Testing only field accesors,56,45,-11,1290,19883,0.04341085,0.03488372,-0.00852713,0.00281648,0.00226324,-0.00055324,ok
89_jiggler,Testing the same exception scenario,89,8,-81,1290,19883,0.06899225,0.00620155,-0.06279070,0.00447619,0.00040235,-0.00407383,ok
90_dcparseargs,Asserting object initialization multiple times,33,23,-10,40,423,0.82500000,0.57500000,-0.25000000,0.07801418,0.05437352,-0.02364066,ok
90_dcparseargs,Duplicated Setup,9,9,0,40,423,0.22500000,0.22500000,0.00000000,0.02127660,0.02127660,0.00000000,ok
90_dcparseargs,Exceptions due to null arguments,4,0,-4,40,423,0.10000000,0.00000000,-0.10000000,0.00945626,0.00000000,-0.00945626,ok
90_dcparseargs,Not asserted return values,12,4,-8,40,423,0.30000000,0.10000000,-0.20000000,0.02836879,0.00945626,-0.01891253,ok
90_dcparseargs,Not null assertion,0,3,3,40,423,0.00000000,0.07500000,0.07500000,0.00000000,0.00709220,0.00709220,ok
